,All_NBA_Team,Player,Pts Won,Pts Max,Share,Year,Winner
907,ORV,Al Jefferson,3,595,0.005,2010,0
908,ORV,Kendrick Perkins,3,595,0.005,2010,0
909,ORV,Andrea Bargnani,2,595,0.003,2010,0
910,ORV,Chris Bosh,2,595,0.003,2010,0
911,ORV,Ray Allen,1,595,0.002,2010,0
912,ORV,Luol Deng,1,595,0.002,2010,0
913,ORV,Eric Gordon,1,595,0.002,2010,0
914,ORV,Andre Iguodala,1,595,0.002,2010,0
915,ORV,Jason Kidd,1,595,0.002,2010,0
916,ORV,Emeka Okafor,1,595,0.002,2010,0
917,ORV,Luis Scola,1,595,0.002,2010,0
918,ORV,Gerald Wallace,1,595,0.002,2010,0
919,1st,LeBron James,596,600,0.993,2011,1
920,1st,Kevin Durant,591,600,0.985,2011,1
921,1st,Kobe Bryant,568,600,0.947,2011,1
922,1st,Chris Paul,484,600,0.807,2011,1
923,1st,Dwight Howard,476,600,0.793,2011,1
924,2nd,Andrew Bynum,400,600,0.667,2011,2
925,2nd,Tony Parker,367,600,0.612,2011,2
926,2nd,Kevin Love,365,600,0.608,2011,2
927,2nd,Russell Westbrook,239,600,0.398,2011,2
928,2nd,Blake Griffin,170,600,0.283,2011,2
929,3rd,Dwyane Wade,235,600,0.392,2011,3
930,3rd,Carmelo Anthony,154,600,0.257,2011,3
931,3rd,Rajon Rondo,142,600,0.237,2011,3
932,3rd,Dirk Nowitzki,136,600,0.227,2011,3
933,3rd,Tyson Chandler,60,600,0.1,2011,3
934,ORV,LaMarcus Aldridge,55,600,0.092,2011,0
935,ORV,Marc Gasol,52,600,0.087,2011,0
936,ORV,Derrick Rose,44,600,0.073,2011,0
937,ORV,Josh Smith,33,600,0.055,2011,0
938,ORV,Paul Pierce,31,600,0.052,2011,0
939,ORV,Al Jefferson,30,600,0.05,2011,0
940,ORV,Pau Gasol,27,600,0.045,2011,0
941,ORV,Steve Nash,24,600,0.04,2011,0
942,ORV,Kevin Garnett,22,600,0.037,2011,0
943,ORV,Tim Duncan,18,600,0.03,2011,0
944,ORV,Joe Johnson,16,600,0.027,2011,0
945,ORV,Deron Williams,14,600,0.023,2011,0
946,ORV,Rudy Gay,10,600,0.017,2011,0
947,ORV,James Harden,8,600,0.013,2011,0
948,ORV,Luol Deng,5,600,0.008,2011,0
949,ORV,Roy Hibbert,5,600,0.008,2011,0
950,ORV,Manu Ginóbili,3,600,0.005,2011,0
951,ORV,Danny Granger,3,600,0.005,2011,0
952,ORV,Joakim Noah,3,600,0.005,2011,0
953,ORV,Chris Bosh,2,600,0.003,2011,0
954,ORV,Monta Ellis,2,600,0.003,2011,0
955,ORV,Marcin Gortat,2,600,0.003,2011,0
956,ORV,Serge Ibaka,2,600,0.003,2011,0
957,ORV,Paul Millsap,2,600,0.003,2011,0
958,ORV,Luis Scola,2,600,0.003,2011,0
959,ORV,DeMarcus Cousins,1,600,0.002,2011,0
960,ORV,David Lee,1,600,0.002,2011,0
961,1st,LeBron James,595,595,1.0,2012,1
962,1st,Kevin Durant,555,595,0.933,2012,1
963,1st,Chris Paul,537,595,0.903,2012,1
964,1st,Kobe Bryant,521,595,0.876,2012,1
965,1st,Tim Duncan,392,595,0.659,2012,1
966,2nd,Carmelo Anthony,397,595,0.667,2012,2
967,2nd,Russell Westbrook,306,595,0.514,2012,2
968,2nd,Marc Gasol,295,595,0.496,2012,2
969,2nd,Tony Parker,273,595,0.459,2012,2
970,2nd,Blake Griffin,132,595,0.222,2012,2
971,3rd,James Harden,253,595,0.425,2012,3
972,3rd,Dwight Howard,203,595,0.341,2012,3
973,3rd,Dwyane Wade,145,595,0.244,2012,3
974,3rd,David Lee,79,595,0.133,2012,3
975,3rd,Paul George,73,595,0.123,2012,3
976,ORV,Brook Lopez,132,595,0.222,2012,0
977,ORV,Stephen Curry,72,595,0.121,2012,0
978,ORV,LaMarcus Aldridge,62,595,0.104,2012,0
979,ORV,Chris Bosh,59,595,0.099,2012,0
980,ORV,Joakim Noah,56,595,0.094,2012,0
981,ORV,Zach Randolph,45,595,0.076,2012,0
982,ORV,Al Horford,31,595,0.052,2012,0
983,ORV,Paul Pierce,24,595,0.04,2012,0
984,ORV,Al Jefferson,20,595,0.034,2012,0
985,ORV,Tyson Chandler,19,595,0.032,2012,0
986,ORV,Roy Hibbert,9,595,0.015,2012,0
987,ORV,Luol Deng,8,595,0.013,2012,0
988,ORV,Kevin Garnett,8,595,0.013,2012,0
989,ORV,Ty Lawson,8,595,0.013,2012,0
990,ORV,Josh Smith,7,595,0.012,2012,0
991,ORV,Deron Williams,6,595,0.01,2012,0
992,ORV,Pau Gasol,4,595,0.007,2012,0
993,ORV,Serge Ibaka,4,595,0.007,2012,0
994,ORV,Ömer Aşık,3,595,0.005,2012,0
995,ORV,Kenneth Faried,3,595,0.005,2012,0
996,ORV,Raymond Felton,3,595,0.005,2012,0
997,ORV,Kyrie Irving,3,595,0.005,2012,0
998,ORV,Carlos Boozer,2,595,0.003,2012,0
999,ORV,Mike Conley,2,595,0.003,2012,0
1000,ORV,David West,2,595,0.003,2012,0
1001,ORV,Rudy Gay,1,595,0.002,2012,0
1002,ORV,J.J. Hickson,1,595,0.002,2012,0
1003,ORV,Andre Iguodala,1,595,0.002,2012,0
1004,ORV,Dirk Nowitzki,1,595,0.002,2012,0
1005,ORV,Nikola Peković,1,595,0.002,2012,0
1006,ORV,Rajon Rondo,1,595,0.002,2012,0
1007,ORV,Nikola Vučević,1,595,0.002,2012,0
1008,1st,Kevin Durant,625,625,1.0,2013,1
1009,1st,LeBron James,623,625,0.997,2013,1
1010,1st,Joakim Noah,551,625,0.882,2013,1
1011,1st,Chris Paul,540,625,0.864,2013,1
1012,1st,James Harden,502,625,0.803,2013,1
1013,2nd,Stephen Curry,489,625,0.782,2013,2
1014,2nd,Blake Griffin,350,625,0.56,2013,2
1015,2nd,Kevin Love,237,625,0.379,2013,2
1016,2nd,Dwight Howard,226,625,0.362,2013,2
1017,2nd,Tony Parker,210,625,0.336,2013,2
1018,3rd,LaMarcus Aldridge,191,625,0.306,2013,3
1019,3rd,Al Jefferson,191,625,0.306,2013,3
1020,3rd,Paul George,171,625,0.274,2013,3
1021,3rd,Damian Lillard,115,625,0.184,2013,3
1022,3rd,Goran Dragić,115,625,0.184,2013,3
1023,ORV,Carmelo Anthony,86,625,0.138,2013,0
1024,ORV,John Wall,70,625,0.112,2013,0
1025,ORV,Tim Duncan,63,625,0.101,2013,0
1026,ORV,DeMar DeRozan,56,625,0.09,2013,0
1027,ORV,Anthony Davis,40,625,0.064,2013,0
1028,ORV,Dirk Nowitzki,37,625,0.059,2013,0
1029,ORV,Russell Westbrook,32,625,0.051,2013,0
1030,ORV,Kyle Lowry,29,625,0.046,2013,0
1031,ORV,DeAndre Jordan,21,625,0.034,2013,0
1032,ORV,Roy Hibbert,17,625,0.027,2013,0
1033,ORV,Marc Gasol,16,625,0.026,2013,0
1034,ORV,DeMarcus Cousins,14,625,0.022,2013,0
1035,ORV,Kyrie Irving,7,625,0.011,2013,0
1036,ORV,Dwyane Wade,6,625,0.01,2013,0
1037,ORV,Mike Conley,4,625,0.006,2013,0
1038,ORV,Serge Ibaka,4,625,0.006,2013,0
1039,ORV,Joe Johnson,4,625,0.006,2013,0
1040,ORV,Zach Randolph,4,625,0.006,2013,0
1041,ORV,Lance Stephenson,3,625,0.005,2013,0
1042,ORV,Ty Lawson,2,625,0.003,2013,0
1043,ORV,Paul Millsap,2,625,0.003,2013,0
1044,ORV,Chris Bosh,1,625,0.002,2013,0
1045,ORV,Andre Drummond,1,625,0.002,2013,0
1046,ORV,Monta Ellis,1,625,0.002,2013,0
1047,ORV,Kawhi Leonard,1,625,0.002,2013,0
1048,1st,Stephen Curry,645,645,1.0,2014,1
1049,1st,LeBron James,645,645,1.0,2014,1
1050,1st,James Harden,637,645,0.988,2014,1
1051,1st,Anthony Davis,625,645,0.969,2014,1
1052,1st,Marc Gasol,453,645,0.702,2014,1
1053,2nd,Russell Westbrook,397,645,0.616,2014,2
1054,2nd,LaMarcus Aldridge,390,645,0.605,2014,2
1055,2nd,Chris Paul,335,645,0.519,2014,2
1056,2nd,Pau Gasol,242,645,0.375,2014,2
1057,2nd,DeMarcus Cousins,220,645,0.341,2014,2
1058,3rd,Blake Griffin,189,645,0.293,2014,3
1059,3rd,DeAndre Jordan,175,645,0.271,2014,3
1060,3rd,Tim Duncan,167,645,0.259,2014,3
1061,3rd,Klay Thompson,122,645,0.189,2014,3
1062,3rd,Kyrie Irving,112,645,0.174,2014,3
1063,ORV,Kawhi Leonard,155,645,0.24,2014,0
1064,ORV,Paul Millsap,70,645,0.109,2014,0
1065,ORV,Al Horford,64,645,0.099,2014,0
1066,ORV,John Wall,50,645,0.078,2014,0
1067,ORV,Jimmy Butler,32,645,0.05,2014,0
1068,ORV,Damian Lillard,22,645,0.034,2014,0
1069,ORV,Draymond Green,9,645,0.014,2014,0
1070,ORV,Zach Randolph,7,645,0.011,2014,0
1071,ORV,Jeff Teague,7,645,0.011,2014,0
1072,ORV,Andrew Bogut,6,645,0.009,2014,0
1073,ORV,Nikola Vučević,6,645,0.009,2014,0
1074,ORV,DeMar DeRozan,3,645,0.005,2014,0
1075,ORV,Rudy Gay,3,645,0.005,2014,0
1076,ORV,Andre Drummond,2,645,0.003,2014,0
1077,ORV,Gordon Hayward,2,645,0.003,2014,0
1078,ORV,Kyle Korver,2,645,0.003,2014,0
1079,ORV,Joakim Noah,2,645,0.003,2014,0
1080,ORV,Dirk Nowitzki,2,645,0.003,2014,0
1081,ORV,Dwyane Wade,2,645,0.003,2014,0
1082,ORV,Carmelo Anthony,1,645,0.002,2014,0
1083,ORV,Tyson Chandler,1,645,0.002,2014,0
1084,ORV,Mike Conley,1,645,0.002,2014,0
1085,ORV,Brook Lopez,1,645,0.002,2014,0
1086,ORV,Kevin Love,1,645,0.002,2014,0
1087,ORV,Kyle Lowry,1,645,0.002,2014,0
1088,ORV,Khris Middleton,1,645,0.002,2014,0
1089,1st,Stephen Curry,645,645,1.0,2015,1
1090,1st,LeBron James,637,645,0.988,2015,1
1091,1st,Russell Westbrook,627,645,0.972,2015,1
1092,1st,Kawhi Leonard,575,645,0.891,2015,1
1093,1st,DeAndre Jordan,317,645,0.491,2015,1
1094,2nd,Kevin Durant,452,645,0.701,2015,2
1095,2nd,Draymond Green,431,645,0.668,2015,2
1096,2nd,Chris Paul,353,645,0.547,2015,2
1097,2nd,DeMarcus Cousins,277,645,0.429,2015,2
1098,2nd,Damian Lillard,217,645,0.336,2015,2
1099,3rd,Andre Drummond,173,645,0.268,2015,3
1100,3rd,Klay Thompson,164,645,0.254,2015,3
1101,3rd,Paul George,157,645,0.243,2015,3
1102,3rd,Kyle Lowry,155,645,0.24,2015,3
1103,3rd,LaMarcus Aldridge,103,645,0.16,2015,3
1104,ORV,James Harden,106,645,0.164,2015,0
1105,ORV,Paul Millsap,84,645,0.13,2015,0
1106,ORV,Al Horford,76,645,0.118,2015,0
1107,ORV,Anthony Davis,76,645,0.118,2015,0
1108,ORV,Karl-Anthony Towns,44,645,0.068,2015,0
1109,ORV,DeMar DeRozan,26,645,0.04,2015,0
1110,ORV,Hassan Whiteside,24,645,0.037,2015,0
1111,ORV,Isaiah Thomas,20,645,0.031,2015,0
1112,ORV,Pau Gasol,16,645,0.025,2015,0
1113,ORV,Jimmy Butler,12,645,0.019,2015,0
1114,ORV,Dirk Nowitzki,8,645,0.012,2015,0
1115,ORV,John Wall,7,645,0.011,2015,0
1116,ORV,Kemba Walker,6,645,0.009,2015,0
1117,ORV,Tim Duncan,3,645,0.005,2015,0
1118,ORV,Gordon Hayward,3,645,0.005,2015,0
1119,ORV,Dwight Howard,3,645,0.005,2015,0
1120,ORV,Carmelo Anthony,2,645,0.003,2015,0
1121,ORV,Marc Gasol,2,645,0.003,2015,0
1122,ORV,Andrew Bogut,1,645,0.002,2015,0
1123,ORV,Blake Griffin,1,645,0.002,2015,0
1124,ORV,Brook Lopez,1,645,0.002,2015,0
1125,ORV,Tony Parker,1,645,0.002,2015,0
1126,1st,James Harden,500,500,1.0,2016,1
1127,1st,LeBron James,498,500,0.996,2016,1
1128,1st,Russell Westbrook,498,500,0.996,2016,1
1129,1st,Kawhi Leonard,490,500,0.98,2016,1
1130,1st,Anthony Davis,343,500,0.686,2016,1
1131,2nd,Rudy Gobert,339,500,0.678,2016,2
1132,2nd,Stephen Curry,290,500,0.58,2016,2
1133,2nd,Giannis Antetokounmpo,258,500,0.516,2016,2
1134,2nd,Kevin Durant,239,500,0.478,2016,2
1135,2nd,Isaiah Thomas,236,500,0.472,2016,2
1136,3rd,Draymond Green,134,500,0.268,2016,3
1137,3rd,John Wall,125,500,0.25,2016,3
1138,3rd,Jimmy Butler,102,500,0.204,2016,3
1139,3rd,DeMar DeRozan,62,500,0.124,2016,3
1140,3rd,DeAndre Jordan,54,500,0.108,2016,3
1141,ORV,Karl-Anthony Towns,50,500,0.1,2016,0
1142,ORV,Chris Paul,49,500,0.098,2016,0
1143,ORV,Marc Gasol,48,500,0.096,2016,0
1144,ORV,DeMarcus Cousins,42,500,0.084,2016,0
1145,ORV,Paul George,40,500,0.08,2016,0
1146,ORV,Gordon Hayward,27,500,0.054,2016,0
1147,ORV,Hassan Whiteside,18,500,0.036,2016,0
1148,ORV,Kyrie Irving,14,500,0.028,2016,0
1149,ORV,Klay Thompson,14,500,0.028,2016,0
1150,ORV,Nikola Jokić,12,500,0.024,2016,0
1151,ORV,Damian Lillard,12,500,0.024,2016,0
1152,ORV,Paul Millsap,3,500,0.006,2016,0
1153,ORV,LaMarcus Aldridge,1,500,0.002,2016,0
1154,ORV,Blake Griffin,1,500,0.002,2016,0
1155,ORV,Al Horford,1,500,0.002,2016,0
1156,1st,James Harden,500,500,1.0,2017,1
1157,1st,LeBron James,500,500,1.0,2017,1
1158,1st,Anthony Davis,492,500,0.984,2017,1
1159,1st,Damian Lillard,432,500,0.864,2017,1
1160,1st,Kevin Durant,426,500,0.852,2017,1
1161,2nd,Giannis Antetokounmpo,354,500,0.708,2017,2
1162,2nd,Russell Westbrook,322,500,0.644,2017,2
1163,2nd,Joel Embiid,294,500,0.588,2017,2
1164,2nd,LaMarcus Aldridge,236,500,0.472,2017,2
1165,2nd,DeMar DeRozan,165,500,0.33,2017,2
1166,3rd,Stephen Curry,164,500,0.328,2017,3
1167,3rd,Victor Oladipo,105,500,0.21,2017,3
1168,3rd,Karl-Anthony Towns,99,500,0.198,2017,3
1169,3rd,Jimmy Butler,81,500,0.162,2017,3
1170,3rd,Paul George,54,500,0.108,2017,3
1171,ORV,Chris Paul,54,500,0.108,2017,0
1172,ORV,Rudy Gobert,51,500,0.102,2017,0
1173,ORV,Kyrie Irving,42,500,0.084,2017,0
1174,ORV,Ben Simmons,36,500,0.072,2017,0
1175,ORV,Al Horford,32,500,0.064,2017,0
1176,ORV,Nikola Jokić,28,500,0.056,2017,0
1177,ORV,Andre Drummond,7,500,0.014,2017,0
1178,ORV,Clint Capela,6,500,0.012,2017,0
1179,ORV,Draymond Green,6,500,0.012,2017,0
1180,ORV,Kyle Lowry,3,500,0.006,2017,0
1181,ORV,Steven Adams,2,500,0.004,2017,0
1182,ORV,Donovan Mitchell,2,500,0.004,2017,0
1183,ORV,Klay Thompson,2,500,0.004,2017,0
1184,ORV,Trevor Ariza,1,500,0.002,2017,0
1185,ORV,DeMarcus Cousins,1,500,0.002,2017,0
1186,ORV,Dwight Howard,1,500,0.002,2017,0
1187,ORV,Kevin Love,1,500,0.002,2017,0
1188,ORV,Kristaps Porziņģis,1,500,0.002,2017,0
1189,1st,Giannis Antetokounmpo,500,500,1.0,2018,1
1190,1st,James Harden,500,500,1.0,2018,1
1191,1st,Stephen Curry,482,500,0.964,2018,1
1192,1st,Paul George,433,500,0.866,2018,1
1193,1st,Nikola Jokić,411,500,0.822,2018,1
1194,2nd,Joel Embiid,375,500,0.75,2018,2
1195,2nd,Kevin Durant,358,500,0.716,2018,2
1196,2nd,Damian Lillard,306,500,0.612,2018,2
1197,2nd,Kawhi Leonard,242,500,0.484,2018,2
1198,2nd,Kyrie Irving,195,500,0.39,2018,2
1199,3rd,Russell Westbrook,178,500,0.356,2018,3
1200,3rd,Blake Griffin,115,500,0.23,2018,3
1201,3rd,LeBron James,111,500,0.222,2018,3
1202,3rd,Rudy Gobert,89,500,0.178,2018,3
1203,3rd,Kemba Walker,51,500,0.102,2018,3
1204,ORV,Bradley Beal,34,500,0.068,2018,0
1205,ORV,Klay Thompson,27,500,0.054,2018,0
1206,ORV,Karl-Anthony Towns,20,500,0.04,2018,0
1207,ORV,LaMarcus Aldridge,17,500,0.034,2018,0
1208,ORV,Danilo Gallinari,7,500,0.014,2018,0
1209,ORV,Ben Simmons,7,500,0.014,2018,0
1210,ORV,Mike Conley,4,500,0.008,2018,0
1211,ORV,Donovan Mitchell,4,500,0.008,2018,0
1212,ORV,Pascal Siakam,4,500,0.008,2018,0
1213,ORV,Nikola Vučević,4,500,0.008,2018,0
1214,ORV,Luka Dončić,3,500,0.006,2018,0
1215,ORV,Andre Drummond,3,500,0.006,2018,0
1216,ORV,Dwyane Wade,3,500,0.006,2018,0
1217,ORV,DeMar DeRozan,3,500,0.006,2018,0
1218,ORV,D'Angelo Russell,3,500,0.006,2018,0
1219,ORV,Tobias Harris,2,500,0.004,2018,0
1220,ORV,Marvin Bagley III,1,500,0.002,2018,0
1221,ORV,Devin Booker,1,500,0.002,2018,0
1222,ORV,Anthony Davis,1,500,0.002,2018,0
1223,ORV,Eric Gordon,1,500,0.002,2018,0
1224,ORV,Jrue Holiday,1,500,0.002,2018,0
1225,ORV,Kyle Lowry,1,500,0.002,2018,0
1226,ORV,Domantas Sabonis,1,500,0.002,2018,0
1227,ORV,Myles Turner,1,500,0.002,2018,0
1228,ORV,Lou Williams,1,500,0.002,2018,0
1229,1st,Giannis Antetokounmpo,500,500,1.0,2019,1
1230,1st,LeBron James,500,500,1.0,2019,1
1231,1st,James Harden,474,500,0.948,2019,1
1232,1st,Anthony Davis,455,500,0.91,2019,1
1233,1st,Luka Dončić,416,500,0.832,2019,1
1234,2nd,Kawhi Leonard,372,500,0.744,2019,2
1235,2nd,Nikola Jokić,311,500,0.622,2019,2
1236,2nd,Damian Lillard,284,500,0.568,2019,2
1237,2nd,Chris Paul,199,500,0.398,2019,2
1238,2nd,Pascal Siakam,168,500,0.336,2019,2
1239,3rd,Jayson Tatum,153,500,0.306,2019,3
1240,3rd,Jimmy Butler,147,500,0.294,2019,3
1241,3rd,Rudy Gobert,110,500,0.22,2019,3
1242,3rd,Ben Simmons,61,500,0.122,2019,3
1243,3rd,Russell Westbrook,56,500,0.112,2019,3
1244,ORV,Khris Middleton,82,500,0.164,2019,0
1245,ORV,Joel Embiid,79,500,0.158,2019,0
1246,ORV,Bradley Beal,32,500,0.064,2019,0
1247,ORV,Kyle Lowry,26,500,0.052,2019,0
1248,ORV,Bam Adebayo,26,500,0.052,2019,0
1249,ORV,Trae Young,13,500,0.026,2019,0
1250,ORV,Donovan Mitchell,10,500,0.02,2019,0
1251,ORV,Paul George,7,500,0.014,2019,0
1252,ORV,Brandon Ingram,5,500,0.01,2019,0
1253,ORV,Kemba Walker,4,500,0.008,2019,0
1254,ORV,Andre Drummond,3,500,0.006,2019,0
1255,ORV,Devin Booker,3,500,0.006,2019,0
1256,ORV,Karl-Anthony Towns*,2,500,0.004,2019,0
1257,ORV,Zach LaVine,1,500,0.002,2019,0
1258,ORV,Brook Lopez,1,500,0.002,2019,0
1259,1st,Giannis Antetokounmpo,500,500,1.0,2020,1
1260,1st,Nikola Jokić,498,500,0.996,2020,1
1261,1st,Stephen Curry,496,500,0.992,2020,1
1262,1st,Luka Dončić,402,500,0.804,2020,1
1263,1st,Kawhi Leonard,323,500,0.646,2020,1
1264,2nd,Damian Lillard,372,500,0.744,2020,2
1265,2nd,Joel Embiid,352,500,0.704,2020,2
1266,2nd,Chris Paul,311,500,0.622,2020,2
1267,2nd,Julius Randle,253,500,0.506,2020,2
1268,2nd,LeBron James,174,500,0.348,2020,2
1269,3rd,Rudy Gobert,148,500,0.296,2020,3
1270,3rd,Jimmy Butler,131,500,0.262,2020,3
1271,3rd,Paul George,89,500,0.178,2020,3
1272,3rd,Bradley Beal,71,500,0.142,2020,3
1273,3rd,Kyrie Irving,61,500,0.122,2020,3
1274,ORV,Jayson Tatum,69,500,0.138,2020,0
1275,ORV,Russell Westbrook,44,500,0.088,2020,0
1276,ORV,James Harden,41,500,0.082,2020,0
1277,ORV,Zion Williamson,37,500,0.074,2020,0
1278,ORV,Bam Adebayo,32,500,0.064,2020,0
1279,ORV,Donovan Mitchell,26,500,0.052,2020,0
1280,ORV,Kevin Durant,23,500,0.046,2020,0
1281,ORV,Devin Booker,21,500,0.042,2020,0
1282,ORV,Domantas Sabonis,6,500,0.012,2020,0
1283,ORV,Clint Capela,6,500,0.012,2020,0
1284,ORV,Anthony Davis,5,500,0.01,2020,0
1285,ORV,Ben Simmons*,2,500,0.004,2020,0
1286,ORV,Nikola Vučević,2,500,0.004,2020,0
1287,ORV,Trae Young,2,500,0.004,2020,0
1288,ORV,Draymond Green,1,500,0.002,2020,0
1289,ORV,Zach LaVine,1,500,0.002,2020,0
1290,ORV,Khris Middleton,1,500,0.002,2020,0
1291,1T,Giannis Antetokounmpo,500,500,1.0,2021,1
1292,1T,Luka Dončić,476,500,0.952,2021,1
1293,1T,Nikola Jokić,476,500,0.952,2021,1
1294,1T,Devin Booker,460,500,0.92,2021,1
1295,1T,Jayson Tatum,390,500,0.78,2021,1
1296,2T,Joel Embiid,414,500,0.828,2021,2
1297,2T,Ja Morant,301,500,0.602,2021,2
1298,2T,Kevin Durant,276,500,0.552,2021,2
1299,2T,Stephen Curry,274,500,0.548,2021,2
1300,2T,DeMar DeRozan,184,500,0.368,2021,2
1301,3T,Karl-Anthony Towns,174,500,0.348,2021,3
1302,3T,LeBron James,169,500,0.338,2021,3
1303,3T,Chris Paul,114,500,0.228,2021,3
1304,3T,Trae Young,110,500,0.22,2021,3
1305,3T,Pascal Siakam,63,500,0.126,2021,3
1306,ORV,Rudy Gobert,45,500,0.09,2021,0
1307,ORV,Jimmy Butler,32,500,0.064,2021,0
1308,ORV,Bam Adebayo,28,500,0.056,2021,0
1309,ORV,Donovan Mitchell,4,500,0.008,2021,0
1310,ORV,Jaylen Brown,3,500,0.006,2021,0
1311,ORV,Desmond Bane,1,500,0.002,2021,0
1312,ORV,Mikal Bridges,1,500,0.002,2021,0
1313,ORV,Jrue Holiday,1,500,0.002,2021,0
1314,ORV,Kyrie Irving,1,500,0.002,2021,0
1315,ORV,Khris Middleton,1,500,0.002,2021,0
1316,ORV,Dejounte Murray,1,500,0.002,2021,0
1317,ORV,Fred VanVleet,1,500,0.002,2021,0
1318,1T,Giannis Antetokounmpo,500,500,1.0,2022,1
1319,1T,Jayson Tatum,484,500,0.968,2022,1
1320,1T,Joel Embiid,474,500,0.948,2022,1
1321,1T,Shai Gilgeous-Alexander,407,500,0.814,2022,1
1322,1T,Luka Dončić,403,500,0.806,2022,1
1323,2T,Nikola Jokić,364,500,0.728,2022,2
1324,2T,Donovan Mitchell,349,500,0.698,2022,2
1325,2T,Stephen Curry,188,500,0.376,2022,2
1326,2T,Jimmy Butler,182,500,0.364,2022,2
1327,2T,Jaylen Brown,169,500,0.338,2022,2
1328,3T,Domantas Sabonis,147,500,0.294,2022,3
1329,3T,De'Aaron Fox,144,500,0.288,2022,3
1330,3T,Damian Lillard,137,500,0.274,2022,3
1331,3T,Julius Randle,125,500,0.25,2022,3
1332,3T,LeBron James,81,500,0.162,2022,3
1333,ORV,Anthony Davis,65,500,0.13,2022,0
1334,ORV,Lauri Markkanen,49,500,0.098,2022,0
1335,ORV,Ja Morant,44,500,0.088,2022,0
1336,ORV,Jrue Holiday,39,500,0.078,2022,0
1337,ORV,Kevin Durant,35,500,0.07,2022,0
1338,ORV,Jalen Brunson,23,500,0.046,2022,0
1339,ORV,Kawhi Leonard,15,500,0.03,2022,0
1340,ORV,Pascal Siakam,15,500,0.03,2022,0
1341,ORV,Anthony Edwards,14,500,0.028,2022,0
1342,ORV,Jaren Jackson Jr.,11,500,0.022,2022,0
1343,ORV,Devin Booker,10,500,0.02,2022,0
1344,ORV,Bam Adebayo,9,500,0.018,2022,0
1345,ORV,James Harden,6,500,0.012,2022,0
1346,ORV,Mikal Bridges,2,500,0.004,2022,0
1347,ORV,DeMar DeRozan,2,500,0.004,2022,0
1348,ORV,Kristaps Porziņģis,2,500,0.004,2022,0
1349,ORV,Paul George,1,500,0.002,2022,0
1350,ORV,Tyrese Haliburton,1,500,0.002,2022,0
1351,ORV,Zach LaVine,1,500,0.002,2022,0
1352,ORV,Brook Lopez,1,500,0.002,2022,0
1353,ORV,Trae Young,1,500,0.002,2022,0
